10	10	1.000402e+02	0	8.167926e-03	1.000402e+02	0	0
1.500201e+01	1.000102e+01	1.000804e+02	4.083963e-04	1.633456e-02	1.000804e+02	4.087246e-02	50000
2.000603e+01	1.000511e+01	1.001205e+02	1.225124e-03	2.449862e-02	1.001204e+02	1.226601e-01	100000
2.501205e+01	1.001431e+01	1.001606e+02	2.450055e-03	3.265881e-02	1.001603e+02	2.453987e-01	150000
3.002005e+01	1.003067e+01	1.002005e+02	4.082996e-03	4.081384e-02	1.001997e+02	4.091172e-01	200000
3.503001e+01	1.005623e+01	1.002404e+02	6.123688e-03	4.896242e-02	1.002385e+02	6.138368e-01	250000
4.004189e+01	1.009306e+01	1.002800e+02	8.571809e-03	5.710328e-02	1.002764e+02	8.595708e-01	300000
4.505564e+01	1.014320e+01	1.003195e+02	1.142697e-02	6.523511e-02	1.003130e+02	1.146324e+00	350000
5.007119e+01	1.020869e+01	1.003588e+02	1.468873e-02	7.335665e-02	1.003480e+02	1.474091e+00	400000
5.508844e+01	1.029160e+01	1.003979e+02	1.835656e-02	8.146660e-02	1.003810e+02	1.842857e+00	450000
6.010729e+01	1.039396e+01	1.004367e+02	2.242989e-02	8.956369e-02	1.004115e+02	2.252596e+00	500000
6.512759e+01	1.051783e+01	1.004753e+02	2.690808e-02	9.764663e-02	1.004389e+02	2.703270e+00	550000
7.014919e+01	1.066526e+01	1.005135e+02	3.179041e-02	1.057142e-01	1.004627e+02	3.194827e+00	600000
7.517188e+01	1.083827e+01	1.005514e+02	3.707611e-02	1.137650e-01	1.004823e+02	3.727202e+00	650000
8.019544e+01	1.103892e+01	1.005890e+02	4.276436e-02	1.217979e-01	1.004970e+02	4.300314e+00	700000
8.521960e+01	1.126924e+01	1.006262e+02	4.885426e-02	1.298115e-01	1.005061e+02	4.914063e+00	750000
9.024408e+01	1.153125e+01	1.006630e+02	5.534483e-02	1.378046e-01	1.005089e+02	5.568333e+00	800000
9.526852e+01	1.182697e+01	1.006994e+02	6.223506e-02	1.457760e-01	1.005044e+02	6.262988e+00	850000
1.002926e+02	1.215843e+01	1.007353e+02	6.952386e-02	1.537243e-01	1.004920e+02	6.997868e+00	900000
1.053158e+02	1.252763e+01	1.007708e+02	7.721008e-02	1.616484e-01	1.004706e+02	7.772794e+00	950000
1.103377e+02	1.293657e+01	1.008058e+02	8.529250e-02	1.695470e-01	1.004393e+02	8.587558e+00	1000000
1.153578e+02	1.338723e+01	1.008403e+02	9.376985e-02	1.774188e-01	1.003973e+02	9.441927e+00	1050000
1.203755e+02	1.388158e+01	1.008742e+02	1.026408e-01	1.852625e-01	1.003433e+02	1.033564e+01	1100000
1.253902e+02	1.442160e+01	1.009076e+02	1.119039e-01	1.930770e-01	1.002765e+02	1.126841e+01	1150000
1.304012e+02	1.500921e+01	1.009405e+02	1.215578e-01	2.008610e-01	1.001956e+02	1.223990e+01	1200000
1.354078e+02	1.564635e+01	1.009727e+02	1.316008e-01	2.086133e-01	1.000996e+02	1.324977e+01	1250000
1.404092e+02	1.633493e+01	1.010043e+02	1.420315e-01	2.163327e-01	9.998724e+01	1.429761e+01	1300000
1.454046e+02	1.707683e+01	1.010353e+02	1.528481e-01	2.240179e-01	9.985736e+01	1.538299e+01	1350000
1.503931e+02	1.787393e+01	1.010656e+02	1.640490e-01	2.316677e-01	9.970872e+01	1.650545e+01	1400000
1.553736e+02	1.872806e+01	1.010953e+02	1.756324e-01	2.392810e-01	9.954005e+01	1.766446e+01	1450000
1.603452e+02	1.964103e+01	1.011242e+02	1.875964e-01	2.468564e-01	9.935005e+01	1.885947e+01	1500000
1.653068e+02	2.061464e+01	1.011525e+02	1.999393e-01	2.543929e-01	9.913740e+01	2.008988e+01	1550000
1.702571e+02	2.165063e+01	1.011800e+02	2.126589e-01	2.618892e-01	9.890076e+01	2.135502e+01	1600000
1.751951e+02	2.275072e+01	1.012068e+02	2.257534e-01	2.693441e-01	9.863876e+01	2.265420e+01	1650000
1.801192e+02	2.391661e+01	1.012328e+02	2.392206e-01	2.767565e-01	9.835001e+01	2.398666e+01	1700000
1.850283e+02	2.514993e+01	1.012581e+02	2.530584e-01	2.841252e-01	9.803312e+01	2.535159e+01	1750000
1.899207e+02	2.645228e+01	1.012825e+02	2.672647e-01	2.914491e-01	9.768666e+01	2.674812e+01	1800000
1.947952e+02	2.782523e+01	1.013061e+02	2.818371e-01	2.987269e-01	9.730922e+01	2.817534e+01	1850000
1.996499e+02	2.927028e+01	1.013290e+02	2.967735e-01	3.059576e-01	9.689936e+01	2.963226e+01	1900000
2.044834e+02	3.078889e+01	1.013509e+02	3.120713e-01	3.131399e-01	9.645564e+01	3.111783e+01	1950000
2.092938e+02	3.238247e+01	1.013720e+02	3.277283e-01	3.202728e-01	9.597662e+01	3.263096e+01	2000000
2.140793e+02	3.405237e+01	1.013923e+02	3.437420e-01	3.273551e-01	9.546086e+01	3.417047e+01	2050000
2.188382e+02	3.579988e+01	1.014117e+02	3.601097e-01	3.343857e-01	9.490694e+01	3.573513e+01	2100000
2.235684e+02	3.762622e+01	1.014301e+02	3.768290e-01	3.413635e-01	9.431342e+01	3.732364e+01	2150000
2.282679e+02	3.953256e+01	1.014477e+02	3.938972e-01	3.482874e-01	9.367889e+01	3.893463e+01	2200000
2.329346e+02	4.151997e+01	1.014644e+02	4.113116e-01	3.551563e-01	9.300198e+01	4.056666e+01	2250000
2.375665e+02	4.358949e+01	1.014801e+02	4.290694e-01	3.619692e-01	9.228129e+01	4.221824e+01	2300000
2.421612e+02	4.574204e+01	1.014949e+02	4.471678e-01	3.687248e-01	9.151548e+01	4.388778e+01	2350000
